time,trend_MSL_filtered_GIA_TPA_corrected_adjusted
4/25/93,0.7178169
4/26/93,0.71829945
4/27/93,0.7187821
4/28/93,0.71926486
4/29/93,0.7197477
4/30/93,0.7202306
5/1/93,0.7207136
5/2/93,0.72119665
5/3/93,0.7216798
5/4/93,0.722163
5/5/93,0.72264636
5/6/93,0.7231297
5/7/93,0.7236132
5/8/93,0.7240967
5/9/93,0.72458035
5/10/93,0.72506404
5/11/93,0.72554785
5/12/93,0.7260317
5/13/93,0.72651565
5/14/93,0.72699964
5/15/93,0.72748375
5/16/93,0.727968
5/17/93,0.7284522
5/18/93,0.72893655
5/19/93,0.72942096
5/20/93,0.7299055
5/21/93,0.7303901
5/22/93,0.7308747
5/23/93,0.7313595
5/24/93,0.7318443
5/25/93,0.7323292
5/26/93,0.7328142
5/27/93,0.73329926
5/28/93,0.7337844
5/29/93,0.7342696
5/30/93,0.7347549
5/31/93,0.7352403
6/1/93,0.73572576
6/2/93,0.7362113
6/3/93,0.7366969
6/4/93,0.7371826
6/5/93,0.7376684
6/6/93,0.73815423
6/7/93,0.7386402
6/8/93,0.7391262
6/9/93,0.73961234
6/10/93,0.7400985
6/11/93,0.74058473
6/12/93,0.7410711
6/13/93,0.74155754
6/14/93,0.74204403
6/15/93,0.7425306
6/16/93,0.74301726
6/17/93,0.743504
6/18/93,0.74399084
6/19/93,0.7444777
6/20/93,0.7449647
6/21/93,0.74545175
6/22/93,0.7459389
6/23/93,0.7464261
6/24/93,0.74691343
6/25/93,0.74740076
6/26/93,0.74788827
6/27/93,0.7483758
6/28/93,0.7488634
6/29/93,0.7493511
6/30/93,0.7498389
7/1/93,0.75032675
7/2/93,0.7508147
7/3/93,0.75130266
7/4/93,0.75179076
7/5/93,0.7522789
7/6/93,0.7527672
7/7/93,0.75325555
7/8/93,0.75374395
7/9/93,0.75423247
7/10/93,0.75472105
7/11/93,0.7552097
7/12/93,0.75569844
7/13/93,0.75618726
7/14/93,0.75667614
7/15/93,0.75716513
7/16/93,0.7576542
7/17/93,0.7581433
7/18/93,0.75863254
7/19/93,0.75912184
7/20/93,0.7596112
7/21/93,0.76010066
7/22/93,0.7605902
7/23/93,0.7610798
7/24/93,0.7615695
7/25/93,0.7620593
7/26/93,0.7625491
7/27/93,0.76303905
7/28/93,0.76352906
7/29/93,0.76401913
7/30/93,0.7645093
7/31/93,0.76499957
8/1/93,0.7654899
8/2/93,0.7659803
8/3/93,0.7664708
8/4/93,0.7669614
8/5/93,0.767452
8/6/93,0.7679428
8/7/93,0.7684336
8/8/93,0.7689245
8/9/93,0.76941544
8/10/93,0.76990646
8/11/93,0.7703976
8/12/93,0.7708888
8/13/93,0.7713801
8/14/93,0.7718715
8/15/93,0.77236295
8/16/93,0.77285445
8/17/93,0.77334607
8/18/93,0.77383775
8/19/93,0.77432954
8/20/93,0.7748214
8/21/93,0.7753133
8/22/93,0.77580535
8/23/93,0.7762974
8/24/93,0.7767896
8/25/93,0.7772818
8/26/93,0.77777416
8/27/93,0.77826655
8/28/93,0.77875906
8/29/93,0.77925164
8/30/93,0.77974427
8/31/93,0.780237
9/1/93,0.78072983
9/2/93,0.7812227
9/3/93,0.7817157
9/4/93,0.78220874
9/5/93,0.78270185
9/6/93,0.783195
9/7/93,0.7836883
9/8/93,0.7841817
9/9/93,0.7846751
9/10/93,0.78516865
9/11/93,0.7856623
9/12/93,0.78615594
9/13/93,0.78664976
9/14/93,0.7871436
9/15/93,0.78763753
9/16/93,0.78813154
9/17/93,0.7886256
9/18/93,0.7891198
9/19/93,0.789614
9/20/93,0.7901083
9/21/93,0.79060274
9/22/93,0.7910972
9/23/93,0.79159176
9/24/93,0.7920864
9/25/93,0.79258114
9/26/93,0.793076
9/27/93,0.7935708
9/28/93,0.79406583
9/29/93,0.79456085
9/30/93,0.795056
10/1/93,0.7955512
10/2/93,0.79604644
10/3/93,0.7965418
10/4/93,0.79703724
10/5/93,0.7975328
10/6/93,0.7980284
10/7/93,0.7985241
10/8/93,0.7990198
10/9/93,0.79951566
10/10/93,0.8000116
10/11/93,0.8005076
10/12/93,0.8010037
10/13/93,0.80149984
10/14/93,0.8019961
10/15/93,0.80249244
10/16/93,0.8029888
10/17/93,0.8034853
10/18/93,0.80398184
10/19/93,0.8044785
10/20/93,0.8049752
10/21/93,0.805472
10/22/93,0.8059689
10/23/93,0.80646586
10/24/93,0.8069629
10/25/93,0.80746
10/26/93,0.80795723
10/27/93,0.8084545
10/28/93,0.80895185
10/29/93,0.8094493
10/30/93,0.80994684
10/31/93,0.8104444
11/1/93,0.8109421
11/2/93,0.8114399
11/3/93,0.8119377
11/4/93,0.8124356
11/5/93,0.8129336
11/6/93,0.8134317
11/7/93,0.81392986
11/8/93,0.8144281
11/9/93,0.8149264
11/10/93,0.8154248
11/11/93,0.8159233
11/12/93,0.8164218
11/13/93,0.81692046
11/14/93,0.8174192
11/15/93,0.817918
11/16/93,0.81841683
11/17/93,0.81891584
11/18/93,0.81941485
11/19/93,0.819914
11/20/93,0.8204132
11/21/93,0.8209124
11/22/93,0.8214118
11/23/93,0.8219112
11/24/93,0.82241076
11/25/93,0.82291037
11/26/93,0.82341003
11/27/93,0.82390976
11/28/93,0.8244096
11/29/93,0.8249095
11/30/93,0.82540953
12/1/93,0.8259096
12/2/93,0.82640976
12/3/93,0.82690996
12/4/93,0.8274103
12/5/93,0.82791066
12/6/93,0.82841116
12/7/93,0.8289117
12/8/93,0.82941234
12/9/93,0.8299131
12/10/93,0.8304139
12/11/93,0.83091474
12/12/93,0.8314157
12/13/93,0.8319167
12/14/93,0.83241785
12/15/93,0.832919
12/16/93,0.8334203
12/17/93,0.8339217
12/18/93,0.83442307
12/19/93,0.8349246
12/20/93,0.8354262
12/21/93,0.83592784
12/22/93,0.8364296
12/23/93,0.8369314
12/24/93,0.83743334
12/25/93,0.8379353
12/26/93,0.83843744
12/27/93,0.83893955
12/28/93,0.8394418
12/29/93,0.8399441
12/30/93,0.8404465
12/31/93,0.84094894
1/1/94,0.8414515
1/2/94,0.8419541
1/3/94,0.8424569
1/4/94,0.84295964
1/5/94,0.8434625
1/6/94,0.8439655
1/7/94,0.8444685
1/8/94,0.8449716
1/9/94,0.8454748
1/10/94,0.8459781
1/11/94,0.8464814
1/12/94,0.8469848
1/13/94,0.84748834
1/14/94,0.84799194
1/15/94,0.8484956
1/16/94,0.8489993
1/17/94,0.84950316
1/18/94,0.85000706
1/19/94,0.8505111
1/20/94,0.85101515
1/21/94,0.8515193
1/22/94,0.8520235
1/23/94,0.8525278
1/24/94,0.8530322
1/25/94,0.85353667
1/26/94,0.8540412
1/27/94,0.85454583
1/28/94,0.85505056
1/29/94,0.85555536
1/30/94,0.8560602
1/31/94,0.8565651
2/1/94,0.85707015
2/2/94,0.8575753
2/3/94,0.85808045
2/4/94,0.8585857
2/5/94,0.85909104
2/6/94,0.8595965
2/7/94,0.860102
2/8/94,0.86060756
2/9/94,0.86111325
2/10/94,0.861619
2/11/94,0.8621248
2/12/94,0.8626307
2/13/94,0.8631367
2/14/94,0.86364275
2/15/94,0.8641489
2/16/94,0.86465514
2/17/94,0.8651614
2/18/94,0.8656678
2/19/94,0.8661743
2/20/94,0.8666808
2/21/94,0.86718744
2/22/94,0.86769414
2/23/94,0.86820096
2/24/94,0.8687078
2/25/94,0.8692147
2/26/94,0.8697218
2/27/94,0.8702289
2/28/94,0.87073606
3/1/94,0.8712433
3/2/94,0.87175065
3/3/94,0.87225807
3/4/94,0.87276554
3/5/94,0.87327313
3/6/94,0.8737808
3/7/94,0.87428856
3/8/94,0.8747964
3/9/94,0.8753043
3/10/94,0.87581223
3/11/94,0.8763203
3/12/94,0.87682843
3/13/94,0.8773367
3/14/94,0.877845
3/15/94,0.87835336
3/16/94,0.8788618
3/17/94,0.87937033
3/18/94,0.87987894
3/19/94,0.88038766
3/20/94,0.88089645
3/21/94,0.8814053
3/22/94,0.88191426
3/23/94,0.8824233
3/24/94,0.88293236
3/25/94,0.8834415
3/26/94,0.88395077
3/27/94,0.88446015
3/28/94,0.88496953
3/29/94,0.88547903
3/30/94,0.8859886
3/31/94,0.8864983
4/1/94,0.887008
4/2/94,0.8875178
4/3/94,0.8880277
4/4/94,0.8885377
4/5/94,0.88904774
4/6/94,0.8895579
4/7/94,0.8900681
4/8/94,0.8905784
4/9/94,0.8910888
4/10/94,0.89159924
4/11/94,0.89210975
4/12/94,0.8926204
4/13/94,0.8931311
4/14/94,0.8936418
4/15/94,0.8941527
4/16/94,0.89466363
4/17/94,0.8951747
4/18/94,0.89568573
4/19/94,0.8961969
4/20/94,0.8967082
4/21/94,0.89721954
4/22/94,0.89773095
4/23/94,0.8982424
4/24/94,0.898754
4/25/94,0.89926565
4/26/94,0.8997774
4/27/94,0.9002892
4/28/94,0.90080106
4/29/94,0.90131307
4/30/94,0.90182513
5/1/94,0.90233725
5/2/94,0.90284944
5/3/94,0.90336174
5/4/94,0.9038741
5/5/94,0.9043866
5/6/94,0.9048991
5/7/94,0.9054117
5/8/94,0.90592444
5/9/94,0.90643716
5/10/94,0.90695006
5/11/94,0.90746295
5/12/94,0.907976
5/13/94,0.90848905
5/14/94,0.90900224
5/15/94,0.9095155
5/16/94,0.9100288
5/17/94,0.91054225
5/18/94,0.91105574
5/19/94,0.9115693
5/20/94,0.9120829
5/21/94,0.91259664
5/22/94,0.9131105
5/23/94,0.91362435
5/24/94,0.9141383
5/25/94,0.9146524
5/26/94,0.9151665
5/27/94,0.9156807
5/28/94,0.91619503
5/29/94,0.91670936
5/30/94,0.9172238
5/31/94,0.9177384
6/1/94,0.91825294
6/2/94,0.91876763
6/3/94,0.91928244
6/4/94,0.91979724
6/5/94,0.92031217
6/6/94,0.9208272
6/7/94,0.9213423
6/8/94,0.9218575
6/9/94,0.9223727
6/10/94,0.92288804
6/11/94,0.92340344
6/12/94,0.9239189
6/13/94,0.9244345
6/14/94,0.9249501
6/15/94,0.9254659
6/16/94,0.92598164
6/17/94,0.9264975
6/18/94,0.9270135
6/19/94,0.9275296
6/20/94,0.9280457
6/21/94,0.92856187
6/22/94,0.92907816
6/23/94,0.9295945
6/24/94,0.930111
6/25/94,0.9306275
6/26/94,0.9311441
6/27/94,0.9316608
6/28/94,0.93217754
6/29/94,0.9326944
6/30/94,0.9332113
7/1/94,0.93372834
7/2/94,0.9342454
7/3/94,0.9347626
7/4/94,0.93527985
7/5/94,0.93579715
7/6/94,0.9363145
7/7/94,0.936832
7/8/94,0.9373496
7/9/94,0.9378672
7/10/94,0.93838495
7/11/94,0.93890274
7/12/94,0.93942064
7/13/94,0.9399386
7/14/94,0.9404566
7/15/94,0.9409748
7/16/94,0.941493
7/17/94,0.94201124
7/18/94,0.9425296
7/19/94,0.94304806
7/20/94,0.94356656
7/21/94,0.9440852
7/22/94,0.94460386
7/23/94,0.9451226
7/24/94,0.94564146
7/25/94,0.9461604
7/26/94,0.94667935
7/27/94,0.94719845
7/28/94,0.9477176
7/29/94,0.9482368
7/30/94,0.94875616
7/31/94,0.94927555
8/1/94,0.94979507
8/2/94,0.9503146
8/3/94,0.9508342
8/4/94,0.95135397
8/5/94,0.9518738
8/6/94,0.95239365
8/7/94,0.9529136
8/8/94,0.95343363
8/9/94,0.95395374
8/10/94,0.954474
8/11/94,0.9549942
8/12/94,0.9555146
8/13/94,0.956035
8/14/94,0.95655555
8/15/94,0.95707613
8/16/94,0.95759684
8/17/94,0.95811754
8/18/94,0.9586384
8/19/94,0.9591593
8/20/94,0.9596803
8/21/94,0.9602014
8/22/94,0.96072257
8/23/94,0.9612438
8/24/94,0.9617651
8/25/94,0.9622865
8/26/94,0.96280795
8/27/94,0.96332955
8/28/94,0.96385115
8/29/94,0.9643729
8/30/94,0.96489465
8/31/94,0.96541655
9/1/94,0.9659385
9/2/94,0.9664605
9/3/94,0.96698266
9/4/94,0.96750486
9/5/94,0.9680271
9/6/94,0.9685495
9/7/94,0.9690719
9/8/94,0.9695944
9/9/94,0.97011703
9/10/94,0.9706397
9/11/94,0.97116244
9/12/94,0.9716853
9/13/94,0.9722082
9/14/94,0.9727312
9/15/94,0.97325426
9/16/94,0.9737774
9/17/94,0.9743006
9/18/94,0.97482395
9/19/94,0.97534734
9/20/94,0.9758708
9/21/94,0.97639436
9/22/94,0.976918
9/23/94,0.9774417
9/24/94,0.9779655
9/25/94,0.97848934
9/26/94,0.9790133
9/27/94,0.97953737
9/28/94,0.9800615
9/29/94,0.98058563
9/30/94,0.9811099
10/1/94,0.98163426
10/2/94,0.9821587
10/3/94,0.9826832
10/4/94,0.9832078
10/5/94,0.98373246
10/6/94,0.9842572
10/7/94,0.98478204
10/8/94,0.985307
10/9/94,0.9858319
10/10/94,0.98635703
10/11/94,0.98688215
10/12/94,0.9874074
10/13/94,0.9879327
10/14/94,0.9884581
10/15/94,0.9889836
10/16/94,0.9895091
10/17/94,0.9900347
10/18/94,0.9905604
10/19/94,0.99108624
10/20/94,0.9916121
10/21/94,0.992138
10/22/94,0.99266404
10/23/94,0.99319017
10/24/94,0.99371636
10/25/94,0.9942426
10/26/94,0.994769
10/27/94,0.9952954
10/28/94,0.9958219
10/29/94,0.9963485
10/30/94,0.99687517
10/31/94,0.9974019
11/1/94,0.99792874
11/2/94,0.99845564
11/3/94,0.9989826
11/4/94,0.9995097
11/5/94,1.0000368
11/6/94,1.0005641
11/7/94,1.0010914
11/8/94,1.0016187
11/9/94,1.0021462
11/10/94,1.0026737
11/11/94,1.0032014
11/12/94,1.0037291
11/13/94,1.0042568
11/14/94,1.0047847
11/15/94,1.0053127
11/16/94,1.0058407
11/17/94,1.0063688
11/18/94,1.006897
11/19/94,1.0074252
11/20/94,1.0079535
11/21/94,1.008482
11/22/94,1.0090106
11/23/94,1.0095391
11/24/94,1.0100677
11/25/94,1.0105965
11/26/94,1.0111253
11/27/94,1.0116543
11/28/94,1.0121832
11/29/94,1.0127122
11/30/94,1.0132414
12/1/94,1.0137706
12/2/94,1.0142999
12/3/94,1.0148293
12/4/94,1.0153588
12/5/94,1.0158883
12/6/94,1.016418
12/7/94,1.0169476
12/8/94,1.0174774
12/9/94,1.0180073
12/10/94,1.0185372
12/11/94,1.0190672
12/12/94,1.0195973
12/13/94,1.0201275
12/14/94,1.0206578
12/15/94,1.0211881
12/16/94,1.0217185
12/17/94,1.022249
12/18/94,1.0227796
12/19/94,1.0233103
12/20/94,1.023841
12/21/94,1.0243719
12/22/94,1.0249027
12/23/94,1.0254337
12/24/94,1.0259647
12/25/94,1.0264959
12/26/94,1.0270271
12/27/94,1.0275584
12/28/94,1.0280898
12/29/94,1.0286212
12/30/94,1.0291528
12/31/94,1.0296844
1/1/95,1.0302161
1/2/95,1.0307479
1/3/95,1.0312797
1/4/95,1.0318116
1/5/95,1.0323436
1/6/95,1.0328758
1/7/95,1.0334079
1/8/95,1.0339402
1/9/95,1.0344726
1/10/95,1.035005
1/11/95,1.0355375
1/12/95,1.03607
1/13/95,1.0366026
1/14/95,1.0371354
1/15/95,1.0376682
1/16/95,1.0382011
1/17/95,1.0387341
1/18/95,1.0392672
1/19/95,1.0398003
1/20/95,1.0403335
1/21/95,1.0408667
1/22/95,1.0414002
1/23/95,1.0419337
1/24/95,1.0424671
1/25/95,1.0430007
1/26/95,1.0435344
1/27/95,1.0440682
1/28/95,1.044602
1/29/95,1.045136
1/30/95,1.04567
1/31/95,1.0462041
2/1/95,1.0467383
2/2/95,1.0472726
2/3/95,1.0478069
2/4/95,1.0483413
2/5/95,1.0488758
2/6/95,1.0494103
2/7/95,1.049945
2/8/95,1.0504798
2/9/95,1.0510145
2/10/95,1.0515494
2/11/95,1.0520844
2/12/95,1.0526195
2/13/95,1.0531546
2/14/95,1.0536898
2/15/95,1.0542251
2/16/95,1.0547605
2/17/95,1.055296
2/18/95,1.0558314
2/19/95,1.056367
2/20/95,1.0569028
2/21/95,1.0574385
2/22/95,1.0579743
2/23/95,1.0585103
2/24/95,1.0590463
2/25/95,1.0595824
2/26/95,1.0601186
2/27/95,1.0606548
2/28/95,1.0611911
3/1/95,1.0617275
3/2/95,1.062264
3/3/95,1.0628005
3/4/95,1.0633372
3/5/95,1.063874
3/6/95,1.0644108
3/7/95,1.0649476
3/8/95,1.0654846
3/9/95,1.0660217
3/10/95,1.0665588
3/11/95,1.067096
3/12/95,1.0676333
3/13/95,1.0681707
3/14/95,1.0687081
3/15/95,1.0692456
3/16/95,1.0697832
3/17/95,1.070321
3/18/95,1.0708587
3/19/95,1.0713965
3/20/95,1.0719345
3/21/95,1.0724725
3/22/95,1.0730106
3/23/95,1.0735487
3/24/95,1.0740869
3/25/95,1.0746253
3/26/95,1.0751637
3/27/95,1.0757022
3/28/95,1.0762407
3/29/95,1.0767794
3/30/95,1.0773181
3/31/95,1.0778569
4/1/95,1.0783957
4/2/95,1.0789348
4/3/95,1.0794737
4/4/95,1.0800129
4/5/95,1.0805521
4/6/95,1.0810914
4/7/95,1.0816307
4/8/95,1.0821702
4/9/95,1.0827097
4/10/95,1.0832493
4/11/95,1.083789
4/12/95,1.0843288
4/13/95,1.0848686
4/14/95,1.0854086
4/15/95,1.0859485
4/16/95,1.0864886
4/17/95,1.0870287
4/18/95,1.087569
4/19/95,1.0881094
4/20/95,1.0886497
4/21/95,1.0891902
4/22/95,1.0897307
4/23/95,1.0902714
4/24/95,1.0908121
4/25/95,1.0913529
4/26/95,1.0918938
4/27/95,1.0924348
4/28/95,1.0929759
4/29/95,1.093517
4/30/95,1.0940582
5/1/95,1.0945994
5/2/95,1.0951408
5/3/95,1.0956821
5/4/95,1.0962237
5/5/95,1.0967653
5/6/95,1.097307
5/7/95,1.0978488
5/8/95,1.0983906
5/9/95,1.0989325
5/10/95,1.0994745
5/11/95,1.1000166
5/12/95,1.1005588
5/13/95,1.1011009
5/14/95,1.1016433
5/15/95,1.1021857
5/16/95,1.1027281
5/17/95,1.1032708
5/18/95,1.1038134
5/19/95,1.104356
5/20/95,1.1048989
5/21/95,1.1054418
5/22/95,1.1059847
5/23/95,1.1065277
5/24/95,1.1070708
5/25/95,1.107614
5/26/95,1.1081573
5/27/95,1.1087006
5/28/95,1.1092441
5/29/95,1.1097876
5/30/95,1.1103312
5/31/95,1.1108749
6/1/95,1.1114186
6/2/95,1.1119624
6/3/95,1.1125064
6/4/95,1.1130505
6/5/95,1.1135945
6/6/95,1.1141386
6/7/95,1.1146829
6/8/95,1.1152272
6/9/95,1.1157715
6/10/95,1.1163161
6/11/95,1.1168606
6/12/95,1.1174052
6/13/95,1.11795
6/14/95,1.1184947
6/15/95,1.1190397
6/16/95,1.1195846
6/17/95,1.1201296
6/18/95,1.1206747
6/19/95,1.1212199
6/20/95,1.1217651
6/21/95,1.1223105
6/22/95,1.1228559
6/23/95,1.1234014
6/24/95,1.123947
6/25/95,1.1244928
6/26/95,1.1250385
6/27/95,1.1255844
6/28/95,1.1261302
6/29/95,1.1266762
6/30/95,1.1272223
7/1/95,1.1277684
7/2/95,1.1283146
7/3/95,1.128861
7/4/95,1.1294074
7/5/95,1.1299539
7/6/95,1.1305003
7/7/95,1.131047
7/8/95,1.1315937
7/9/95,1.1321405
7/10/95,1.1326873
7/11/95,1.1332343
7/12/95,1.1337813
7/13/95,1.1343285
7/14/95,1.1348757
7/15/95,1.135423
7/16/95,1.1359702
7/17/95,1.1365176
7/18/95,1.1370652
7/19/95,1.1376128
7/20/95,1.1381605
7/21/95,1.1387082
7/22/95,1.139256
7/23/95,1.1398039
7/24/95,1.1403519
7/25/95,1.1409
7/26/95,1.1414481
7/27/95,1.1419964
7/28/95,1.1425446
7/29/95,1.143093
7/30/95,1.1436415
7/31/95,1.1441901
8/1/95,1.1447387
8/2/95,1.1452874
8/3/95,1.1458362
8/4/95,1.1463851
8/5/95,1.146934
8/6/95,1.147483
8/7/95,1.1480321
8/8/95,1.1485813
8/9/95,1.1491306
8/10/95,1.1496799
8/11/95,1.1502293
8/12/95,1.1507789
8/13/95,1.1513284
8/14/95,1.1518781
8/15/95,1.1524278
8/16/95,1.1529777
8/17/95,1.1535275
8/18/95,1.1540775
8/19/95,1.1546276
8/20/95,1.1551777
8/21/95,1.155728
8/22/95,1.1562783
8/23/95,1.1568286
8/24/95,1.1573792
8/25/95,1.1579297
8/26/95,1.1584803
8/27/95,1.159031
8/28/95,1.1595818
8/29/95,1.1601326
8/30/95,1.1606835
8/31/95,1.1612346
9/1/95,1.1617857
9/2/95,1.1623368
9/3/95,1.1628882
9/4/95,1.1634395
9/5/95,1.1639909
9/6/95,1.1645424
9/7/95,1.165094
9/8/95,1.1656456
9/9/95,1.1661974
9/10/95,1.1667492
9/11/95,1.167301
9/12/95,1.1678531
9/13/95,1.1684052
9/14/95,1.1689572
9/15/95,1.1695095
9/16/95,1.1700618
9/17/95,1.1706141
9/18/95,1.1711667
9/19/95,1.1717192
9/20/95,1.1722717
9/21/95,1.1728245
9/22/95,1.1733773
9/23/95,1.17393
9/24/95,1.1744831
9/25/95,1.1750361
9/26/95,1.1755892
9/27/95,1.1761423
9/28/95,1.1766956
9/29/95,1.177249
9/30/95,1.1778023
10/1/95,1.1783558
10/2/95,1.1789094
10/3/95,1.179463
10/4/95,1.1800168
10/5/95,1.1805706
10/6/95,1.1811246
10/7/95,1.1816785
10/8/95,1.1822325
10/9/95,1.1827867
10/10/95,1.1833409
10/11/95,1.1838952
10/12/95,1.1844496
10/13/95,1.185004
10/14/95,1.1855586
10/15/95,1.1861132
10/16/95,1.1866679
10/17/95,1.1872226
10/18/95,1.1877775
10/19/95,1.1883324
10/20/95,1.1888875
10/21/95,1.1894425
10/22/95,1.1899977
10/23/95,1.190553
10/24/95,1.1911083
10/25/95,1.1916637
10/26/95,1.1922193
10/27/95,1.1927748
10/28/95,1.1933304
10/29/95,1.1938862
10/30/95,1.194442
10/31/95,1.1949979
11/1/95,1.1955539
11/2/95,1.1961099
11/3/95,1.196666
11/4/95,1.1972222
11/5/95,1.1977786
11/6/95,1.1983349
11/7/95,1.1988914
11/8/95,1.1994479
11/9/95,1.2000045
11/10/95,1.2005612
11/11/95,1.201118
11/12/95,1.2016748
11/13/95,1.2022318
11/14/95,1.2027887
11/15/95,1.2033459
11/16/95,1.203903
11/17/95,1.2044603
11/18/95,1.2050176
11/19/95,1.205575
11/20/95,1.2061325
11/21/95,1.2066901
11/22/95,1.2072477
11/23/95,1.2078054
11/24/95,1.2083633
11/25/95,1.2089211
11/26/95,1.2094791
11/27/95,1.2100371
11/28/95,1.2105953
11/29/95,1.2111535
11/30/95,1.2117118
12/1/95,1.2122701
12/2/95,1.2128286
12/3/95,1.2133871
12/4/95,1.2139457
12/5/95,1.2145044
12/6/95,1.2150632
12/7/95,1.2156221
12/8/95,1.2161809
12/9/95,1.21674
12/10/95,1.217299
12/11/95,1.2178582
12/12/95,1.2184174
12/13/95,1.2189767
12/14/95,1.2195362
12/15/95,1.2200956
12/16/95,1.2206552
12/17/95,1.2212149
12/18/95,1.2217746
12/19/95,1.2223344
12/20/95,1.2228943
12/21/95,1.2234542
12/22/95,1.2240143
12/23/95,1.2245744
12/24/95,1.2251346
12/25/95,1.2256949
12/26/95,1.2262553
12/27/95,1.2268157
12/28/95,1.2273762
12/29/95,1.2279369
12/30/95,1.2284975
12/31/95,1.2290583
1/1/96,1.2296191
1/2/96,1.23018
1/3/96,1.230741
1/4/96,1.2313021
1/5/96,1.2318633
1/6/96,1.2324245
1/7/96,1.2329859
1/8/96,1.2335473
1/9/96,1.2341088
1/10/96,1.2346703
1/11/96,1.235232
1/12/96,1.2357937
1/13/96,1.2363555
1/14/96,1.2369174
1/15/96,1.2374793
1/16/96,1.2380414
1/17/96,1.2386035
1/18/96,1.2391657
1/19/96,1.239728
1/20/96,1.2402903
1/21/96,1.2408528
1/22/96,1.2414153
1/23/96,1.2419779
1/24/96,1.2425406
1/25/96,1.2431034
1/26/96,1.2436662
1/27/96,1.2442291
1/28/96,1.2447921
1/29/96,1.2453551
1/30/96,1.2459183
1/31/96,1.2464815
2/1/96,1.2470449
2/2/96,1.2476083
2/3/96,1.2481718
2/4/96,1.2487353
2/5/96,1.2492989
2/6/96,1.2498627
2/7/96,1.2504265
2/8/96,1.2509904
2/9/96,1.2515543
2/10/96,1.2521183
2/11/96,1.2526824
2/12/96,1.2532467
2/13/96,1.2538109
2/14/96,1.2543753
2/15/96,1.2549397
2/16/96,1.2555043
2/17/96,1.2560688
2/18/96,1.2566335
2/19/96,1.2571983
2/20/96,1.2577631
2/21/96,1.2583281
2/22/96,1.258893
2/23/96,1.2594581
2/24/96,1.2600232
2/25/96,1.2605885
2/26/96,1.2611538
2/27/96,1.2617192
2/28/96,1.2622846
2/29/96,1.2628503
3/1/96,1.2634158
3/2/96,1.2639816
3/3/96,1.2645473
3/4/96,1.2651132
3/5/96,1.2656792
3/6/96,1.2662452
3/7/96,1.2668114
3/8/96,1.2673775
3/9/96,1.2679439
3/10/96,1.2685102
3/11/96,1.2690766
3/12/96,1.2696431
3/13/96,1.2702097
3/14/96,1.2707764
