time,sea_level,trend,uncertainty_envelop
1993-02-26,0.5131361,0.68996346,0.8598567
1993-02-27,0.5165828,0.6904414,0.85962194
1993-02-28,0.5200623,0.69091946,0.85946715
1993-03-01,0.5235746,0.6913976,0.8592458
1993-03-02,0.52711934,0.69187576,0.8589524
1993-03-03,0.53069645,0.692354,0.85860246
1993-03-04,0.53430563,0.6928324,0.85845625
1993-03-05,0.5379467,0.69331086,0.8581966
1993-03-06,0.54161936,0.69378936,0.8579846
1993-03-07,0.5453233,0.6942679,0.85774904
1993-03-08,0.5490582,0.6947466,0.8574881
1993-03-09,0.55282366,0.69522536,0.8572024
1993-03-10,0.55661935,0.6957042,0.8570803
1993-03-11,0.56044483,0.69618315,0.85683775
1993-03-12,0.5642996,0.6966621,0.8565858
1993-03-13,0.56818324,0.6971412,0.8563455
1993-03-14,0.57209516,0.69762033,0.8561905
1993-03-15,0.5760349,0.69809955,0.85590565
1993-03-16,0.58000183,0.6985789,0.8557013
1993-03-17,0.58399534,0.6990583,0.85531044
1993-03-18,0.58801466,0.69953775,0.8551945
1993-03-19,0.5920592,0.7000173,0.85486233
1993-03-20,0.5961281,0.7004969,0.8546929
1993-03-21,0.60022056,0.70097667,0.854567
1993-03-22,0.6043358,0.7014564,0.8543956
1993-03-23,0.60847276,0.7019363,0.85416836
1993-03-24,0.6126306,0.70241624,0.85386676
1993-03-25,0.6168083,0.7028963,0.8535745
1993-03-26,0.62100476,0.7033764,0.85352117
1993-03-27,0.6252189,0.7038566,0.85322607
1993-03-28,0.62944955,0.7043369,0.8530995
1993-03-29,0.63369554,0.70481724,0.8527242
1993-03-30,0.63795567,0.70529765,0.85263073
1993-03-31,0.64222854,0.7057782,0.8522792
1993-04-01,0.646513,0.7062588,0.85220456
1993-04-02,0.6508076,0.7067394,0.85207504
1993-04-03,0.655111,0.70722014,0.8518036
1993-04-04,0.65942186,0.70770097,0.85165626
1993-04-05,0.66373867,0.7081819,0.85126376
1993-04-06,0.66805995,0.70866287,0.85110605
1993-04-07,0.67238426,0.70914394,0.8508879
1993-04-08,0.67670995,0.7096251,0.8507772
1993-04-09,0.68103546,0.7101063,0.8504553
1993-04-10,0.68535924,0.7105877,0.8502265
1993-04-11,0.68967956,0.71106905,0.8501109
1993-04-12,0.6939947,0.71155053,0.8498832
1993-04-13,0.698303,0.7120321,0.8496722
1993-04-14,0.7026026,0.7125137,0.84941214
1993-04-15,0.7068918,0.7129954,0.8492198
1993-04-16,0.7111686,0.7134772,0.8490111
1993-04-17,0.71543115,0.71395904,0.8488741
1993-04-18,0.7196775,0.714441,0.84846187
1993-04-19,0.72390574,0.714923,0.84825784
1993-04-20,0.7281138,0.7154051,0.848066
1993-04-21,0.7322997,0.7158873,0.8479609
1993-04-22,0.73646134,0.71636957,0.8476492
1993-04-23,0.7405968,0.71685195,0.8475489
1993-04-24,0.74470377,0.7173344,0.84719074
1993-04-25,0.74878037,0.7178169,0.84693295
1993-04-26,0.75282437,0.71829945,0.84683436
1993-04-27,0.7568338,0.7187821,0.8464973
1993-04-28,0.7608065,0.71926486,0.8462823
1993-04-29,0.7647404,0.7197477,0.8461013
1993-04-30,0.7686335,0.7202306,0.8458879
1993-05-01,0.7724837,0.7207136,0.84551764
1993-05-02,0.776289,0.72119665,0.8453456
1993-05-03,0.78004736,0.7216798,0.8450312
1993-05-04,0.78375685,0.722163,0.8446758
1993-05-05,0.7874156,0.72264636,0.8445365
1993-05-06,0.79102165,0.7231297,0.8442606
1993-05-07,0.79457325,0.7236132,0.8441177
1993-05-08,0.7980685,0.7240967,0.843793
1993-05-09,0.8015058,0.72458035,0.84358096
1993-05-10,0.8048834,0.72506404,0.8433077
1993-05-11,0.8081997,0.72554785,0.843174
1993-05-12,0.8114531,0.7260317,0.8428324
1993-05-13,0.81464213,0.72651565,0.8425149
1993-05-14,0.81776536,0.72699964,0.8422892
1993-05-15,0.82082134,0.72748375,0.8421257
1993-05-16,0.8238088,0.727968,0.8417751
1993-05-17,0.82672644,0.7284522,0.84141713
1993-05-18,0.8295731,0.72893655,0.841283
1993-05-19,0.8323475,0.72942096,0.84084594
1993-05-20,0.8350486,0.7299055,0.8406676
1993-05-21,0.83767545,0.7303901,0.8402394
1993-05-22,0.840227,0.7308747,0.84002936
1993-05-23,0.8427023,0.7313595,0.83969724
1993-05-24,0.8451006,0.7318443,0.839327
1993-05-25,0.8474211,0.7323292,0.83926076
1993-05-26,0.84966314,0.7328142,0.8388625
1993-05-27,0.851826,0.73329926,0.838523
1993-05-28,0.8539092,0.7337844,0.8382408
1993-05-29,0.8559122,0.7342696,0.837951
1993-05-30,0.85783464,0.7347549,0.8377081
1993-05-31,0.8596761,0.7352403,0.8374122
1993-06-01,0.8614364,0.73572576,0.83705187
1993-06-02,0.86311525,0.7362113,0.83671
1993-06-03,0.86471254,0.7366969,0.8363886
1993-06-04,0.86622816,0.7371826,0.8362277
1993-06-05,0.86766213,0.7376684,0.8359164
1993-06-06,0.8690146,0.73815423,0.8355928
1993-06-07,0.87028563,0.7386402,0.83535373
1993-06-08,0.8714754,0.7391262,0.8349514
1993-06-09,0.8725842,0.73961234,0.8346299
1993-06-10,0.8736124,0.7400985,0.834533
1993-06-11,0.8745603,0.74058473,0.83403194
1993-06-12,0.8754284,0.7410711,0.8336416
1993-06-13,0.8762171,0.74155754,0.8333259
1993-06-14,0.876927,0.74204403,0.83317703
1993-06-15,0.87755865,0.7425306,0.83285433
1993-06-16,0.8781127,0.74301726,0.83254117
1993-06-17,0.87858975,0.743504,0.8323196
1993-06-18,0.87899053,0.74399084,0.83181477
1993-06-19,0.87931573,0.7444777,0.8316909
1993-06-20,0.8795662,0.7449647,0.8311843
1993-06-21,0.8797426,0.74545175,0.83102506
1993-06-22,0.87984586,0.7459389,0.8307394
1993-06-23,0.87987673,0.7464261,0.8304897
1993-06-24,0.8798361,0.74691343,0.83024234
1993-06-25,0.87972486,0.74740076,0.8297714
1993-06-26,0.8795439,0.74788827,0.8295212
1993-06-27,0.87929416,0.7483758,0.8293078
1993-06-28,0.8789766,0.7488634,0.82902795
1993-06-29,0.8785921,0.7493511,0.82869
1993-06-30,0.87814176,0.7498389,0.8283472
1993-07-01,0.8776265,0.75032675,0.82799006
1993-07-02,0.8770473,0.7508147,0.82774633
1993-07-03,0.87640524,0.75130266,0.8275059
1993-07-04,0.875701,0.75179076,0.82717216
1993-07-05,0.8749353,0.7522789,0.8269511
1993-07-06,0.87410897,0.7527672,0.82666624
1993-07-07,0.87322277,0.75325555,0.8264998
1993-07-08,0.8722775,0.75374395,0.82617754
1993-07-09,0.87127393,0.75423247,0.8258131
1993-07-10,0.87021303,0.75472105,0.8255428
1993-07-11,0.8690956,0.7552097,0.82534295
1993-07-12,0.86792266,0.75569844,0.8250479
1993-07-13,0.86669505,0.75618726,0.82469183
1993-07-14,0.8654138,0.75667614,0.8245051
1993-07-15,0.8640799,0.75716513,0.82412153
1993-07-16,0.8626943,0.7576542,0.8240061
1993-07-17,0.86125815,0.7581433,0.82368773
1993-07-18,0.85977244,0.75863254,0.8234696
1993-07-19,0.8582384,0.75912184,0.8231903
1993-07-20,0.8566571,0.7596112,0.822886
1993-07-21,0.85502964,0.76010066,0.8228038
1993-07-22,0.85335726,0.7605902,0.8225145
1993-07-23,0.8516412,0.7610798,0.8222244
1993-07-24,0.8498827,0.7615695,0.82189965
1993-07-25,0.848083,0.7620593,0.8217106
1993-07-26,0.8462435,0.7625491,0.8215007
1993-07-27,0.8443655,0.76303905,0.8211989
1993-07-28,0.8424504,0.76352906,0.8210035
1993-07-29,0.8404996,0.76401913,0.82086974
1993-07-30,0.83851457,0.7645093,0.8205305
1993-07-31,0.8364969,0.76499957,0.820322
1993-08-01,0.83444804,0.7654899,0.82000345
1993-08-02,0.83236974,0.7659803,0.8197921
1993-08-03,0.8302635,0.7664708,0.81951374
1993-08-04,0.82813114,0.7669614,0.8192462
1993-08-05,0.8259742,0.767452,0.8190498
1993-08-06,0.8237947,0.7679428,0.8189488
1993-08-07,0.82159436,0.7684336,0.8185745
1993-08-08,0.819375,0.7689245,0.81830764
1993-08-09,0.8171386,0.76941544,0.8180472
1993-08-10,0.81488717,0.76990646,0.81779104
1993-08-11,0.8126226,0.7703976,0.81764936
1993-08-12,0.810347,0.7708888,0.81739503
1993-08-13,0.80806243,0.7713801,0.81711215
1993-08-14,0.80577093,0.7718715,0.81685466
1993-08-15,0.80347455,0.77236295,0.8165919
1993-08-16,0.8011753,0.77285445,0.81644845
1993-08-17,0.7988754,0.77334607,0.8161974
1993-08-18,0.7965768,0.77383775,0.8158895
1993-08-19,0.79428166,0.77432954,0.8156447
1993-08-20,0.79199195,0.7748214,0.81548464
1993-08-21,0.78970975,0.7753133,0.8152342
1993-08-22,0.78743714,0.77580535,0.8148127
1993-08-23,0.78517604,0.7762974,0.8146563
1993-08-24,0.78292847,0.7767896,0.81455886
1993-08-25,0.7806964,0.7772818,0.81414205
1993-08-26,0.7784818,0.77777416,0.81395316
1993-08-27,0.7762866,0.77826655,0.81368536
1993-08-28,0.7741128,0.77875906,0.81346685
1993-08-29,0.7719623,0.77925164,0.8131433
1993-08-30,0.769837,0.77974427,0.81285554
1993-08-31,0.7677388,0.780237,0.8126257
1993-09-01,0.7656697,0.78072983,0.8124075
1993-09-02,0.7636315,0.7812227,0.81204325
1993-09-03,0.7616261,0.7817157,0.8118741
1993-09-04,0.75965554,0.78220874,0.8115783
1993-09-05,0.7577215,0.78270185,0.81123024
1993-09-06,0.755826,0.783195,0.8109332
1993-09-07,0.7539708,0.7836883,0.8107294
1993-09-08,0.75215775,0.7841817,0.81043684
1993-09-09,0.75038874,0.7846751,0.81023014
1993-09-10,0.74866545,0.78516865,0.8098521
1993-09-11,0.7469898,0.7856623,0.8095445
1993-09-12,0.74536335,0.78615594,0.80919373
1993-09-13,0.74378794,0.78664976,0.80903316
1993-09-14,0.7422652,0.7871436,0.80885416
1993-09-15,0.74079674,0.78763753,0.8084397
1993-09-16,0.7393841,0.78813154,0.8083061
1993-09-17,0.7380288,0.7886256,0.8079052
1993-09-18,0.73673224,0.7891198,0.8075635
1993-09-19,0.7354959,0.789614,0.80722445
1993-09-20,0.734321,0.7901083,0.8070594
1993-09-21,0.7332088,0.79060274,0.8066252
1993-09-22,0.73216045,0.7910972,0.8064071
1993-09-23,0.731177,0.79159176,0.80618316
1993-09-24,0.7302594,0.7920864,0.8057592
1993-09-25,0.7294087,0.79258114,0.8054814
1993-09-26,0.7286254,0.793076,0.8051133
1993-09-27,0.72791034,0.7935708,0.8048022
1993-09-28,0.7272641,0.79406583,0.80477345
1993-09-29,0.72668713,0.79456085,0.8042194
1993-09-30,0.72617984,0.795056,0.8039386
1993-10-01,0.7257426,0.7955512,0.80374813
1993-10-02,0.7253756,0.79604644,0.803336
1993-10-03,0.7250791,0.7965418,0.80302835
1993-10-04,0.72485316,0.79703724,0.80264395
1993-10-05,0.72469795,0.7975328,0.80244553
1993-10-06,0.7246135,0.7980284,0.8022089
1993-10-07,0.7245997,0.7985241,0.80195004
1993-10-08,0.7246567,0.7990198,0.80161184
1993-10-09,0.7247843,0.79951566,0.80127484
1993-10-10,0.72498244,0.8000116,0.8009657
1993-10-11,0.7252509,0.8005076,0.80076927
1993-10-12,0.7255895,0.8010037,0.8003959
1993-10-13,0.72599804,0.80149984,0.80016786
1993-10-14,0.72647613,0.8019961,0.79985756
1993-10-15,0.7270235,0.80249244,0.79957056
1993-10-16,0.7276397,0.8029888,0.79934573
1993-10-17,0.72832423,0.8034853,0.799094
1993-10-18,0.7290765,0.80398184,0.79898775
1993-10-19,0.729896,0.8044785,0.7986276
1993-10-20,0.730782,0.8049752,0.7983399
1993-10-21,0.7317337,0.805472,0.7981709
1993-10-22,0.7327502,0.8059689,0.79781115
1993-10-23,0.73383063,0.80646586,0.7975464
1993-10-24,0.734974,0.8069629,0.7973163
1993-10-25,0.7361793,0.80746,0.79715663
1993-10-26,0.73744535,0.80795723,0.7969354
1993-10-27,0.73877096,0.8084545,0.79666
1993-10-28,0.74015486,0.80895185,0.796279
1993-10-29,0.74159575,0.8094493,0.7960695
1993-10-30,0.74309236,0.80994684,0.79593873
1993-10-31,0.74464315,0.8104444,0.79566866
1993-11-01,0.74624676,0.8109421,0.7953995
1993-11-02,0.7479017,0.8114399,0.7952904
1993-11-03,0.74960643,0.8119377,0.7950517
1993-11-04,0.75135946,0.8124356,0.7946848
1993-11-05,0.75315917,0.8129336,0.79452676
1993-11-06,0.7550041,0.8134317,0.7944174
1993-11-07,0.7568927,0.81392986,0.7941792
1993-11-08,0.7588233,0.8144281,0.79394585
1993-11-09,0.7607944,0.8149264,0.79371333
1993-11-10,0.76280445,0.8154248,0.7935184
1993-11-11,0.7648519,0.8159233,0.79340404
1993-11-12,0.7669353,0.8164218,0.79319817
1993-11-13,0.7690529,0.81692046,0.79310113
1993-11-14,0.7712034,0.8174192,0.79289716
1993-11-15,0.7733851,0.817918,0.79254866
1993-11-16,0.77559656,0.81841683,0.7924263
1993-11-17,0.77783626,0.81891584,0.7921895
1993-11-18,0.78010255,0.81941485,0.7920019
1993-11-19,0.78239405,0.819914,0.79198223
1993-11-20,0.7847092,0.8204132,0.79162157
1993-11-21,0.78704643,0.8209124,0.79136497
1993-11-22,0.7894042,0.8214118,0.7913659
1993-11-23,0.79178107,0.8219112,0.79128665
1993-11-24,0.79417545,0.82241076,0.79099977
1993-11-25,0.79658586,0.82291037,0.79076684
1993-11-26,0.7990109,0.82341003,0.79055864
1993-11-27,0.801449,0.82390976,0.7903611
1993-11-28,0.80389875,0.8244096,0.789985
1993-11-29,0.80635875,0.8249095,0.7900077
1993-11-30,0.80882764,0.82540953,0.78986627
1993-12-01,0.81130403,0.8259096,0.7894893
1993-12-02,0.8137866,0.82640976,0.7892991
1993-12-03,0.81627417,0.82690996,0.78916514
1993-12-04,0.81876534,0.8274103,0.7888614
1993-12-05,0.821259,0.82791066,0.78864104
1993-12-06,0.823754,0.82841116,0.7884363
1993-12-07,0.8262491,0.8289117,0.7882205
1993-12-08,0.8287434,0.82941234,0.7882068
1993-12-09,0.8312357,0.8299131,0.787901
1993-12-10,0.8337251,0.8304139,0.7876926
1993-12-11,0.8362106,0.83091474,0.7873899
1993-12-12,0.8386914,0.8314157,0.7872342
1993-12-13,0.8411666,0.8319167,0.78713816
1993-12-14,0.8436355,0.83241785,0.78672725
1993-12-15,0.8460973,0.832919,0.7864399
1993-12-16,0.84855133,0.8334203,0.78622645
1993-12-17,0.850997,0.8339217,0.7859508
1993-12-18,0.85343367,0.83442307,0.78591865
1993-12-19,0.85586095,0.8349246,0.7856797
1993-12-20,0.8582782,0.8354262,0.78530043
1993-12-21,0.8606851,0.83592784,0.78532296
1993-12-22,0.8630813,0.8364296,0.78505456
1993-12-23,0.8654665,0.8369314,0.78465354
1993-12-24,0.8678403,0.83743334,0.7844213
1993-12-25,0.87020266,0.8379353,0.78417104
1993-12-26,0.8725533,0.83843744,0.78393036
1993-12-27,0.8748921,0.83893955,0.7836126
1993-12-28,0.8772191,0.8394418,0.7834134
1993-12-29,0.87953407,0.8399441,0.783192
1993-12-30,0.8818372,0.8404465,0.7828611
1993-12-31,0.8841284,0.84094894,0.78248936
1994-01-01,0.8864078,0.8414515,0.78229845
1994-01-02,0.88867545,0.8419541,0.7821953
1994-01-03,0.8909316,0.8424569,0.78170764
1994-01-04,0.89317626,0.84295964,0.7816302
1994-01-05,0.89540964,0.8434625,0.7814405
1994-01-06,0.897632,0.8439655,0.7810288
1994-01-07,0.8998435,0.8444685,0.780812
1994-01-08,0.90204436,0.8449716,0.78065723
1994-01-09,0.90423477,0.8454748,0.78046644
1994-01-10,0.90641505,0.8459781,0.7800516
1994-01-11,0.90858537,0.8464814,0.77980196
1994-01-12,0.91074616,0.8469848,0.77949834
1994-01-13,0.9128976,0.84748834,0.7793677
1994-01-14,0.9150401,0.84799194,0.77906317
1994-01-15,0.91717386,0.8484956,0.7787983
1994-01-16,0.9192993,0.8489993,0.77857924
1994-01-17,0.9214168,0.84950316,0.77824605
1994-01-18,0.9235267,0.85000706,0.7780202
1994-01-19,0.9256294,0.8505111,0.77775544
1994-01-20,0.9277253,0.85101515,0.77751744
1994-01-21,0.9298148,0.8515193,0.7772606
1994-01-22,0.9318984,0.8520235,0.77692175
1994-01-23,0.93397653,0.8525278,0.7768306
1994-01-24,0.9360497,0.8530322,0.7764677
1994-01-25,0.9381184,0.85353667,0.7761984
1994-01-26,0.9401832,0.8540412,0.7761434
1994-01-27,0.94224465,0.85454583,0.7758666
1994-01-28,0.9443033,0.85505056,0.7756435
1994-01-29,0.9463597,0.85555536,0.7754263
1994-01-30,0.94841456,0.8560602,0.775023
1994-01-31,0.95046836,0.8565651,0.7749893
1994-02-01,0.95252174,0.85707015,0.77461654
1994-02-02,0.9545753,0.8575753,0.7743046
1994-02-03,0.9566296,0.85808045,0.7740827
1994-02-04,0.9586851,0.8585857,0.7740314
1994-02-05,0.9607424,0.85909104,0.77377754
1994-02-06,0.96280205,0.8595965,0.7733505
1994-02-07,0.9648643,0.860102,0.77313083
1994-02-08,0.9669296,0.86060756,0.77296674
1994-02-09,0.9689983,0.86111325,0.7727465
1994-02-10,0.97107065,0.861619,0.7725295
1994-02-11,0.97314686,0.8621248,0.77225375
1994-02-12,0.97522706,0.8626307,0.77216995
1994-02-13,0.97731125,0.8631367,0.77182364
1994-02-14,0.9793996,0.86364275,0.7717601
1994-02-15,0.9814919,0.8641489,0.77135825
1994-02-16,0.9835882,0.86465514,0.77103233
1994-02-17,0.9856883,0.8651614,0.7708547
1994-02-18,0.98779196,0.8656678,0.7706805
1994-02-19,0.9898989,0.8661743,0.7703363
1994-02-20,0.992009,0.8666808,0.77035975
1994-02-21,0.9941217,0.86718744,0.76995254
1994-02-22,0.9962367,0.86769414,0.7697937
1994-02-23,0.9983536,0.86820096,0.76966256
1994-02-24,1.000472,0.8687078,0.7692623
1994-02-25,1.0025914,0.8692147,0.7690053
1994-02-26,1.0047112,0.8697218,0.7688803
1994-02-27,1.006831,0.8702289,0.7686515
1994-02-28,1.0089502,0.87073606,0.76841694
1994-03-01,1.0110682,0.8712433,0.7680396
1994-03-02,1.0131843,0.87175065,0.7679832
1994-03-03,1.0152981,0.87225807,0.767752
1994-03-04,1.0174087,0.87276554,0.76747704
1994-03-05,1.0195156,0.87327313,0.7673409
1994-03-06,1.0216179,0.8737808,0.7668787
1994-03-07,1.0237149,0.87428856,0.7666259
1994-03-08,1.025806,0.8747964,0.7665127
1994-03-09,1.02789,0.8753043,0.76627755
1994-03-10,1.0299662,0.87581223,0.76606435
1994-03-11,1.0320339,0.8763203,0.7657297
1994-03-12,1.0340921,0.87682843,0.76549375
1994-03-13,1.0361397,0.8773367,0.7652415
1994-03-14,1.0381761,0.877845,0.76502997
1994-03-15,1.0402,0.87835336,0.7648147
1994-03-16,1.0422106,0.8788618,0.7644672
1994-03-17,1.0442067,0.87937033,0.76429915
1994-03-18,1.0461875,0.87987894,0.7640923
1994-03-19,1.0481519,0.88038766,0.7637089
1994-03-20,1.0500989,0.88089645,0.76352805
1994-03-21,1.0520273,0.8814053,0.76336324
1994-03-22,1.0539362,0.88191426,0.7628648
1994-03-23,1.0558246,0.8824233,0.76264346
1994-03-24,1.0576913,0.88293236,0.76262856
1994-03-25,1.0595353,0.8834415,0.76207817
1994-03-26,1.0613556,0.88395077,0.7620102
1994-03-27,1.0631509,0.88446015,0.76170564
1994-03-28,1.0649202,0.88496953,0.7614201
1994-03-29,1.0666624,0.88547903,0.7612647
1994-03-30,1.0683764,0.8859886,0.761021
1994-03-31,1.070061,0.8864983,0.76058215
1994-04-01,1.0717149,0.887008,0.76032734
1994-04-02,1.073337,0.8875178,0.7600856
1994-04-03,1.0749259,0.8880277,0.759785
1994-04-04,1.0764805,0.8885377,0.759422
1994-04-05,1.0779996,0.88904774,0.75926846
1994-04-06,1.0794817,0.8895579,0.75892025
1994-04-07,1.0809257,0.8900681,0.75879586
1994-04-08,1.0823302,0.8905784,0.758326
1994-04-09,1.083694,0.8910888,0.75837153
1994-04-10,1.0850159,0.89159924,0.7578567
1994-04-11,1.0862944,0.89210975,0.7576799
1994-04-12,1.0875285,0.8926204,0.7572303
1994-04-13,1.0887167,0.8931311,0.75710326
1994-04-14,1.0898582,0.8936418,0.75683045
1994-04-15,1.0909514,0.8941527,0.7565915
1994-04-16,1.0919954,0.89466363,0.7562221
1994-04-17,1.092989,0.8951747,0.7559736
1994-04-18,1.0939311,0.89568573,0.75572085
1994-04-19,1.0948207,0.8961969,0.7553869
1994-04-20,1.0956569,0.8967082,0.75510895
1994-04-21,1.0964385,0.89721954,0.75483817
1994-04-22,1.0971648,0.89773095,0.75472265
1994-04-23,1.0978347,0.8982424,0.7544598
1994-04-24,1.0984476,0.898754,0.7540787
1994-04-25,1.0990024,0.89926565,0.75388104
1994-04-26,1.0994986,0.8997774,0.7533888
1994-04-27,1.0999354,0.9002892,0.75315255
1994-04-28,1.1003121,0.90080106,0.75296557
1994-04-29,1.1006281,0.90131307,0.7528052
1994-04-30,1.1008829,0.90182513,0.7525526
1994-05-01,1.1010761,0.90233725,0.7522013
1994-05-02,1.1012071,0.90284944,0.7520497
1994-05-03,1.1012757,0.90336174,0.75159675
1994-05-04,1.1012814,0.9038741,0.75144506
1994-05-05,1.1012243,0.9043866,0.75129855
1994-05-06,1.101104,0.9048991,0.7510027
1994-05-07,1.1009206,0.9054117,0.750683
1994-05-08,1.1006738,0.90592444,0.7505604
1994-05-09,1.1003639,0.90643716,0.75045705
1994-05-10,1.0999908,0.90695006,0.75007594
1994-05-11,1.099555,0.90746295,0.74990886
1994-05-12,1.0990565,0.907976,0.7495846
1994-05-13,1.0984956,0.90848905,0.749424
1994-05-14,1.0978729,0.90900224,0.74908006
1994-05-15,1.0971885,0.9095155,0.74880666
1994-05-16,1.0964433,0.9100288,0.74880654
1994-05-17,1.0956377,0.91054225,0.74857575
1994-05-18,1.0947723,0.91105574,0.748319
1994-05-19,1.093848,0.9115693,0.74801636
1994-05-20,1.0928653,0.9120829,0.747841
1994-05-21,1.0918254,0.91259664,0.7476362
1994-05-22,1.0907288,0.9131105,0.74749535
1994-05-23,1.0895766,0.91362435,0.74728745
1994-05-24,1.0883697,0.9141383,0.7470266
1994-05-25,1.0871093,0.9146524,0.74680984
1994-05-26,1.0857962,0.9151665,0.7467064
1994-05-27,1.0844318,0.9156807,0.74650526
1994-05-28,1.0830171,0.91619503,0.74628794
1994-05-29,1.0815533,0.91670936,0.7461285
1994-05-30,1.0800419,0.9172238,0.7460098
1994-05-31,1.0784839,0.9177384,0.7456968
1994-06-01,1.0768808,0.91825294,0.74564606
1994-06-02,1.0752342,0.91876763,0.7453883
1994-06-03,1.0735452,0.91928244,0.7451529
1994-06-04,1.0718155,0.91979724,0.74499303
1994-06-05,1.0700467,0.92031217,0.74480605
1994-06-06,1.0682404,0.9208272,0.7447985
1994-06-07,1.0663981,0.9213423,0.74451005
1994-06-08,1.0645218,0.9218575,0.7442295
1994-06-09,1.062613,0.9223727,0.74418354
1994-06-10,1.0606736,0.92288804,0.7439974
1994-06-11,1.0587057,0.92340344,0.7438264
1994-06-12,1.0567108,0.9239189,0.7436282
1994-06-13,1.0546913,0.9244345,0.7434962
1994-06-14,1.052649,0.9249501,0.7434155
1994-06-15,1.050586,0.9254659,0.74322456
1994-06-16,1.0485045,0.92598164,0.7430497
1994-06-17,1.0464065,0.9264975,0.74285585
1994-06-18,1.0442944,0.9270135,0.74270034
1994-06-19,1.0421702,0.9275296,0.74257547
1994-06-20,1.0400362,0.9280457,0.7424599
1994-06-21,1.0378948,0.92856187,0.7422231
1994-06-22,1.0357484,0.92907816,0.7420281
1994-06-23,1.033599,0.9295945,0.7419029
1994-06-24,1.0314491,0.930111,0.741696
1994-06-25,1.0293009,0.9306275,0.7416837
1994-06-26,1.027157,0.9311441,0.74153787
1994-06-27,1.0250194,0.9316608,0.74133605
1994-06-28,1.0228904,0.93217754,0.74108773
1994-06-29,1.0207726,0.9326944,0.7409114
1994-06-30,1.0186679,0.9332113,0.74098796
1994-07-01,1.0165788,0.93372834,0.74069357
1994-07-02,1.0145074,0.9342454,0.7405383
1994-07-03,1.0124559,0.9347626,0.740495
1994-07-04,1.0104265,0.93527985,0.74036527
1994-07-05,1.0084215,0.93579715,0.7401376
1994-07-06,1.006443,0.9363145,0.7400719
1994-07-07,1.004493,0.936832,0.7398231
1994-07-08,1.0025736,0.9373496,0.7396629
1994-07-09,1.000687,0.9378672,0.7395115
1994-07-10,0.99883497,0.93838495,0.7393688
1994-07-11,0.9970195,0.93890274,0.7393604
1994-07-12,0.99524266,0.93942064,0.7391816
1994-07-13,0.99350613,0.9399386,0.73905927
1994-07-14,0.9918118,0.9404566,0.738872
1994-07-15,0.9901614,0.9409748,0.73874277
1994-07-16,0.98855656,0.941493,0.7385643
